LogisticRegression_f1	LogisticRegression_f1_train	LogisticRegression_precision	LogisticRegression_recall	MultinomialNB_f1	MultinomialNB_f1_train	MultinomialNB_precision	MultinomialNB_recall	decay	depth	featurizer	max_regions	model	model_prefix	sample_size	timestamp
0.499041694469		0.497110519602	0.507504168983	0.460336914508		0.461305866314	0.467481934408	1.0	4	TopKLayerHierarchicalFeatureExtractor	15	LDAModel	wiki_en	0	Wed Jun 10 11:43:46 2015
0.50026507361	0.577412640942	0.499466081707	0.510283490828	0.474794296047	0.524809976708	0.477617846843	0.484157865481	0.8	5	TopKLayerHierarchicalFeatureExtractor	15	LDAModel	wiki_en	0	Wed Jun 10 19:00:23 2015
0.500961266378		0.50012293395	0.510283490828	0.473376742628		0.47689681611	0.482490272374	0.8	5	TopKLayerHierarchicalFeatureExtractor	15	LDAModel	wiki_en	0	Wed Jun 10 11:58:53 2015
0.502456696772		0.502093884762	0.50917176209	0.471879168175		0.472010883961	0.479155086159	0.95	5	TopKLayerHierarchicalFeatureExtractor	15	LDAModel	wiki_en	0	Wed Jun 10 11:57:27 2015
0.502619047619		0.501666666667	0.525					1.0	6	TopKLayerHierarchicalFeatureExtractor	15	LDAModel	wiki_en	20	Wed Jun 10 04:39:01 2015
0.502619047619		0.526666666667	0.525					0.9	7	TopKLayerHierarchicalFeatureExtractor	15	LDAModel	wiki_en	20	Wed Jun 10 04:43:27 2015
0.503296225535		0.501422567642	0.513062812674	0.46457655017		0.466045907799	0.47248471373	0.9	5	TopKLayerHierarchicalFeatureExtractor	15	LDAModel	wiki_en	0	Wed Jun 10 11:58:26 2015
0.503330402449		0.502357335136	0.511395219566	0.460784264299		0.458062643976	0.466926070039	1.0	7	TopKLayerHierarchicalFeatureExtractor	15	LDAModel	wiki_en	0	Wed Jun 10 12:40:02 2015
0.503932065663		0.504745562901	0.513618677043	0.482018153924		0.48547731144	0.49082823791	0.8	6	TopKLayerHierarchicalFeatureExtractor	15	LDAModel	wiki_en	0	Wed Jun 10 12:17:19 2015
0.504317893706	0.618452335196	0.503056690469	0.512506948305	0.465504362091	0.523569285941	0.463675930194	0.471372984992	1.0	6	TopKLayerHierarchicalFeatureExtractor	15	LDAModel	wiki_en	0	Wed Jun 10 19:16:51 2015
0.504660941728	0.602668139055	0.50399272726	0.513618677043	0.45764776678	0.521265647187	0.456967611326	0.464146748193	1.0	5	TopKLayerHierarchicalFeatureExtractor	15	LDAModel	wiki_en	0	Wed Jun 10 18:58:25 2015
0.504901281341	0.627247264622	0.504303825022	0.513618677043	0.459211450433	0.529869049265	0.457530245543	0.465258476932	0.95	7	TopKLayerHierarchicalFeatureExtractor	15	LDAModel	wiki_en	0	Wed Jun 10 19:42:17 2015
0.505		0.5	0.575					0.2	7	TopKLayerHierarchicalFeatureExtractor	15	LDAModel	wiki_en	20	Wed Jun 10 04:42:48 2015
0.505238095238		0.503333333333	0.575					0.6	1	TopKLayerHierarchicalFeatureExtractor	15	LDAModel	wiki_en	20	Wed Jun 10 04:20:24 2015
0.505313545268	0.604191317092	0.504546872055	0.513618677043	0.473814914894	0.530705663289	0.474318727187	0.480822679266	0.9	6	TopKLayerHierarchicalFeatureExtractor	15	LDAModel	wiki_en	0	Wed Jun 10 19:16:58 2015
0.505613651812		0.50423060785	0.513062812674	0.459010383024		0.458145373803	0.464146748193	1.0	6	TopKLayerHierarchicalFeatureExtractor	15	LDAModel	wiki_en	0	Wed Jun 10 12:16:30 2015
0.507714063882	0.615882583072	0.505731278274	0.515842134519	0.459782091762	0.528070125733	0.458640588834	0.465814341301	0.95	6	TopKLayerHierarchicalFeatureExtractor	15	LDAModel	wiki_en	0	Wed Jun 10 19:18:47 2015
0.50860854216	0.587942543609	0.507354424406	0.517509727626	0.477376814481	0.532017296216	0.479437101648	0.485825458588	0.8	6	TopKLayerHierarchicalFeatureExtractor	15	LDAModel	wiki_en	0	Wed Jun 10 19:18:36 2015
0.509029475381	0.596030989336	0.508372946388	0.518621456365	0.477336623797	0.535889828287	0.480635113801	0.486381322957	0.8	7	TopKLayerHierarchicalFeatureExtractor	15	LDAModel	wiki_en	0	Wed Jun 10 19:42:31 2015
0.511014670477		0.509511265388	0.519177320734	0.46893605379		0.468420982126	0.474708171206	0.95	6	TopKLayerHierarchicalFeatureExtractor	15	LDAModel	wiki_en	0	Wed Jun 10 12:15:41 2015
0.511364592197		0.509815568019	0.519177320734	0.477706973546		0.47746707154	0.485269594219	0.9	7	TopKLayerHierarchicalFeatureExtractor	15	LDAModel	wiki_en	0	Wed Jun 10 12:39:59 2015
0.512039949518		0.511021828346	0.520844913841	0.480738454749		0.483700028789	0.489160644803	0.8	7	TopKLayerHierarchicalFeatureExtractor	15	LDAModel	wiki_en	0	Wed Jun 10 12:41:06 2015
0.512973851621		0.511633884364	0.520844913841	0.467577607507		0.465799715472	0.473596442468	0.95	7	TopKLayerHierarchicalFeatureExtractor	15	LDAModel	wiki_en	0	Wed Jun 10 12:38:18 2015
0.51330144113	0.61849748089	0.511843460124	0.52140077821	0.478221720149	0.533318231371	0.476877232814	0.485825458588	0.9	7	TopKLayerHierarchicalFeatureExtractor	15	LDAModel	wiki_en	0	Wed Jun 10 19:40:28 2015
0.51424943019		0.514245312994	0.521956642579	0.473405116525		0.47528589855	0.479710950528	0.9	6	TopKLayerHierarchicalFeatureExtractor	15	LDAModel	wiki_en	0	Wed Jun 10 12:16:47 2015
0.518333333333		0.508333333333	0.575					0.6	6	TopKLayerHierarchicalFeatureExtractor	15	LDAModel	wiki_en	20	Wed Jun 10 04:38:43 2015
